0,Odell Beckham Jr.,WR
1,Jeremy Hill,RB
2,T.Y. Hilton,WR
3,Andre Ellington,RB
4,T.J. Yeldon,RB
5,Sam Bradford,QB
6,Sammy Watkins,WR
7,Joique Bell,RB
8,Jordan Cameron,TE
9,Eddie Royal,WR
10,Alfred Blue,RB
11,Kenny Stills,WR
12,Andy Dalton,QB
13,Arizona Cardinals,DST
14,Dan Carpenter,K
