0,C.J. Anderson,RB
1,Andrew Luck,QB
2,Mike Evans,WR
3,Christopher Ivory,RB
4,Martellus Bennett,TE
5,Amari Cooper,WR
6,Larry Fitzgerald,WR
7,Marcus Mariota,QB
8,Randy Bullock,K
9,New England Patriots,DST
10,Doug Baldwin,WR
11,Tre Mason,RB
12,Fred Jackson,RB
13,Victor Cruz,WR
14,Boobie Dixon,RB
