0,Antonio Brown,WR
1,DeMarco Murray,RB
2,Frank Gore,RB
3,Davante Adams,WR
4,Joseph Randle,RB
5,Jeremy Maclin,WR
6,Tevin Coleman,RB
7,Tony Romo,QB
8,Charles Johnson,WR
9,Philip Rivers,QB
10,Ryan Mathews,RB
11,Zach Ertz,TE
12,Stevie Johnson,WR
13,Philadelphia Eagles,DST
14,Cody Parkey,K
