0,Marshawn Lynch,RB
1,Peyton Manning,QB
2,Greg Olsen,TE
3,Golden Tate,WR
4,C.J. Spiller,RB
5,Steve Smith,WR
6,Anquan Boldin,WR
7,Ryan Mathews,RB
8,Buffalo Bills,DST
9,Robert Quinn,IDP
10,Charles Sims,RB
11,Greg Jennings,WR
12,Jerick McKinnon,RB
13,Cody Parkey,K
14,Richard Rodgers,TE
15,Jay Cutler,QB
