0,Andrew Luck,QB
1,Aaron Rodgers,QB
2,Andre Ellington,RB
3,Keenan Allen,WR
4,Arian Foster,RB
5,Giovani Bernard,RB
6,Larry Fitzgerald,WR
7,Michael Crabtree,WR
8,Luke Kuechly,IDP
9,Owen Daniels,TE
10,Miami Dolphins,DST
11,Justin Tucker,K
12,Eric Ebron,TE
13,Marvin Jones,WR
14,Derek Carr,QB
15,Doug Baldwin,WR
