0,Jeremy Hill,RB
1,Drew Brees,QB
2,Jordan Matthews,WR
3,Ameer Abdullah,RB
4,Allen Robinson,WR
5,Doug Martin,RB
6,Jason Witten,TE
7,Michael Floyd,WR
8,Percy Harvin,WR
9,Montee Ball,RB
10,Baltimore Ravens,DST
11,Ben Tate,RB
12,Alex Smith,QB
13,Robbie Gould,K
14,Riley Cooper,WR
15,Micah Hyde,IDP
