0,C.J. Anderson,RB
1,Frank Gore,RB
2,Emmanuel Sanders,WR
3,Martellus Bennett,TE
4,Sammy Watkins,WR
5,Brandon LaFell,WR
6,Sam Bradford,QB
7,Danny Woodhead,RB
8,Pierre Garcon,WR
9,Danny Amendola,WR
10,Cecil Shorts,WR
11,New England Patriots,DST
12,Kenny Stills,WR
13,Rueben Randle,WR
14,Hakeem Nicks,WR
15,Cordarrelle Patterson,WR
