0,Eddie Lacy,RB
1,Julio Jones,WR
2,Mark Ingram,RB
3,Mike Evans,WR
4,Tom Brady,QB
5,Rashad Jennings,RB
6,Cam Newton,QB
7,John Brown,WR
8,Kendall Wright,WR
9,Devonta Freeman,RB
10,Brian Quick,WR
11,Marcus Mariota,QB
12,Paul Posluszny,IDP
13,Kyle Rudolph,TE
14,Carolina Panthers,DST
15,Brandon McManus,K
