0,LeSean McCoy,RB
1,Lamar Miller,RB
2,Andre Johnson,WR
3,Travis Kelce,TE
4,Martavis Bryant,WR
5,Vincent Jackson,WR
6,Roddy White,WR
7,Dallas Cowboys,DST
8,Adam Vinatieri,K
9,Teddy Bridgewater,QB
10,Joe Flacco,QB
11,Trent Richardson,RB
12,Larry Donnell,TE
13,Malcom Floyd,WR
14,Calais Campbell,IDP
15,Tim Tebow,QB
