0,DeAndre Hopkins,WR
1,Jamaal Charles,RB
2,Aaron Rodgers,QB
3,DeMarco Murray,RB
4,Emmanuel Sanders,WR
5,Kevin White,WR
6,Ladarius Green,TE
7,T.J. Yeldon,RB
8,Seattle Seahawks,DST
9,Josh Doctson,WR
10,James Starks,RB
11,Terrance Williams,WR
12,Paul Perkins,RB
13,Martellus Bennett,TE
