0,Todd Gurley,RB
1,Doug Martin,RB
2,Sammy Watkins,WR
3,Michael Floyd,WR
4,Larry Fitzgerald,WR
5,Blake Bortles,QB
6,Zach Ertz,TE
7,Karlos Williams,RB
8,Dorial Green-Beckham,WR
9,Jermaine Kearse,WR
10,C.J. Prosise,RB
11,Andy Dalton,QB
12,Tyler Boyd,WR
13,Pittsburgh Steelers,DST
14,Dan Bailey,K
