0,Devonta Freeman,RB
1,Jordy Nelson,WR
2,Jeremy Maclin,WR
3,Matt Jones,RB
4,Emmanuel Sanders,WR
5,Danny Woodhead,RB
6,Gary Barnidge,TE
7,Andy Dalton,QB
8,Terrance Williams,WR
9,Julius Thomas,TE
