0,Odell Beckham Jr.,WR
1,LeSean McCoy,RB
2,Amari Cooper,WR
3,Doug Baldwin,WR
4,Ryan Mathews,RB
5,Coby Fleener,TE
6,Eli Manning,QB
7,Charles Sims,RB
8,Javorius Allen,RB
9,Kamar Aiken,WR
10,Devontae Booker,RB
11,Matt Ryan,QB
12,Rishard Matthews,WR
13,Minnesota Vikings,DST
14,Steven Hauschka,K
