0,Rob Gronkowski,TE
1,Cam Newton,QB
2,Matt Forte,RB
3,Jonathan Stewart,RB
4,Devante Parker,WR
5,Michael Crabtree,WR
6,Sterling Shepard,WR
7,Justin Forsett,RB
8,Carolina Panthers,DST
9,Vincent Jackson,WR
10,Chris Johnson,RB
11,Michael Thomas,WR
12,Spencer Ware,RB
13,Anquan Boldin,WR
