0,Adrian Peterson,RB
1,Mark Ingram,RB
2,Doug Baldwin,WR
3,Jarvis Landry,WR
4,Carson Palmer,QB
5,Michael Crabtree,WR
6,Luke Kuechly,IDP
7,Rishard Matthews,WR
8,Travis Benjamin,WR
9,Julius Thomas,TE
10,T.J. Yeldon,RB
11,Matt Prater,K
12,Charles Sims,RB
13,Matt Ryan,QB
14,Philadelphia Eagles,DST
15,Paul Perkins,RB
