Player,Team,ATT,YDS,TDS,REC,YDS,TDS,FL,FPTS
Josh Reynolds,LAR ,0,0,0,10.7,136,0.6,0.6,16.2
,high,0,0,0,16,199,1,0.6,25.3
,low,0,0,0,7,95,0,0.6,11.4
Rashard Higgins,CLE ,0,-0.1,0,10.3,127.7,0.6,0.1,16.1
,high,0.1,0,0,17,221,1,0.1,28.1
,low,0,-0.1,0,4.2,54,0.1,0.1,6
Jared Abbrederis,DET ,0.2,2.3,0,12.3,141.3,0.3,0,16.1
,high,0.2,2.3,0,12.3,141.3,0.3,0,15.4
,low,0.2,2.3,0,12.3,141.3,0.3,0,15.4
Jalin Marshall,NYJ ,0,0,0,12.1,139.6,0.8,1.7,15.5
,high,0,0,0,23,271,2.7,1.7,43.3
,low,0,0,0,7,68.5,0,1.7,8.4
Ryan Grant,WAS ,0,0.3,0,10.2,133.8,0.5,0.4,15.3
,high,0,0.6,0,22,303,1.2,0.4,37.5
,low,0,0,0,4,48,0,0.4,4.8
Michael Campanaro,BAL ,2.3,13.6,0,9.4,105.9,0.4,0.1,14.6
,high,5.7,36,0.1,17.1,185,1,0.1,47.6
,low,0.3,0.7,0,3,25,0,0.1,3.1
Andre Holmes,BUF ,0,0,0,8.5,108.5,0.7,0.1,14.6
,high,0,0,0,19.1,239.2,1.7,0.1,34.3
,low,0,0,0,4,45,0,0.1,6.6
Cobi Hamilton,PIT ,0,0,0,6.4,89.4,0.9,0,14.4
,high,0,0,0,6.7,89.8,1,0,14.9
,low,0,0,0,6,89,0.8,0,14
Pharoh Cooper,LAR ,1,5,0,11.6,122.7,0.3,0.3,13.9
,high,2,10,0,23,231,0.9,0.3,28.5
,low,0,0,0,5,60,0,0.3,7
Mack Hollins,PHI ,0,0,0,9.1,107.4,0.5,0,13.5
,high,0,0,0,18.3,220.2,1.1,0,46.8
,low,0,0,0,4,48,0,0,4.8
Tanner McEvoy,SEA ,0,0,0,4.9,73.6,1.1,0.1,13.5
,high,0,0,0,5.8,79.1,1.7,0.1,17
,low,0,0,0,4,68,0.4,0.1,10.3
Cody Latimer,DEN ,0,0,0,10.1,106.9,0.3,0.1,12.5
,high,0,0.1,0,27,265,1,0.1,32.5
,low,0,0,0,4,44,0,0.1,5
Freddie Martino,TB ,0,0,0,5.9,91.4,0.6,0.1,12.3
,high,0,0,0,6,101,0.6,0.1,13.7
,low,0,0,0,5.7,81.8,0.5,0.1,11.1
Myles White,NYJ ,0,-0.1,0,7.5,93.6,0.5,0,12.2
,high,0,-0.1,0,7.5,93.6,0.5,0,12.1
,low,0,-0.1,0,7.5,93.6,0.5,0,12.1
DeAndrew White,HOU ,0,0,0,6.9,87.9,0.5,0,12
,high,0,0,0,6.9,87.9,0.5,0,11.9
,low,0,0,0,6.9,87.9,0.5,0,11.9
Leonte Carroo,MIA ,0,0,0,8.3,103.6,0.3,0.1,11.9
,high,0,0,0,14,172,0.7,0.1,17.2
,low,0,0,0,5,55,0,0.1,9.6
Brenton Bersin,CAR ,0,0.3,0,7.7,101.7,0.3,0.5,10.9
,high,0,0.5,0,10,154,1,0.5,18.9
,low,0,0,0,4.8,51.8,0,0.5,5.3
Eric Weems,TEN ,0.1,0.1,0,6.5,83.9,0.4,0,10.9
,high,0.1,0.1,0,6.5,83.9,0.4,0,10.7
,low,0.1,0.1,0,6.5,83.9,0.4,0,10.7
Keshawn Martin,DET ,0,0,0,8,96.6,0.3,0.5,10.5
,high,0,0,0,9,109,0.5,0.5,13.2
,low,0,0,0,6.1,78.7,0,0.5,10.4
Jonathan Krause,TEN ,0,0,0,6.3,80.8,0.4,0,10.5
,high,0,0,0,6.3,80.8,0.4,0,10.5
,low,0,0,0,6.3,80.8,0.4,0,10.5
Lucky Whitehead,NYJ ,0,0,0,6,72,0.5,0,10.2
,high,0,0,0,12,144,1,0,20.4
,low,0,0,0,0,0,0,0,0
Seantavius Jones,KC ,0,0,0,5.8,72.8,0.5,0,10
,high,0,0,0,5.8,72.8,0.5,0,9.9
,low,0,0,0,5.8,72.8,0.5,0,9.9
Corey Fuller,NO ,0,0,0,6,79.6,0.5,0.5,10
,high,0,0,0,9,118,1,0.5,17.8
,low,0,0,0,4,59,0.1,0.5,6.5
DeAngelo Yancey,GB ,0,0,0,6,68,0.5,0,9.8
,high,0,0,0,6,68,0.5,0,9.8
,low,0,0,0,6,68,0.5,0,9.8
Ryan Switzer,DAL ,1,4,0,7.3,86.7,0.1,0.1,9.7
,high,1,4,0,11,138,0.4,0.1,14.2
,low,1,4,0,4,55,0,0.1,6.7
Damiere Byrd,CAR ,0,0,0,5.3,73.8,0.4,0,9.5
,high,0,0,0,5.3,73.8,0.4,0,9.5
,low,0,0,0,5.3,73.8,0.4,0,9.5
Cody Core,CIN ,0,0,0,7.6,88.8,0.1,0.1,9.5
,high,0,0,0,10,121,0.3,0.1,12.7
,low,0,0,0,5.8,61.4,0,0.1,8.1
Kasen Williams,SEA ,0.1,-0.4,0,5.2,66.8,0.5,0,9.4
,high,0.1,-0.4,0,5.2,66.8,0.5,0,9.4
,low,0.1,-0.4,0,5.2,66.8,0.5,0,9.4
DeAndre Smelter,SF ,0,0,0,5.2,69.8,0.4,0,9.4
,high,0,0,0,5.2,69.8,0.4,0,9.4
,low,0,0,0,5.2,69.8,0.4,0,9.4
Nick Williams,MIA ,0,0,0,6,74,0.3,0.1,9.3
,high,0,0,0,8,96,0.5,0.1,12.6
,low,0,0,0,4,48,0,0.1,4.8
Trevor Davis,GB ,0,0,0,5.2,62,0.6,0.2,9.3
,high,0,0,0,6,62,0.7,0.2,10.4
,low,0,0,0,4.4,62,0.5,0.2,9
Brandon Tate,BUF ,0.2,2.7,0,4.7,67.8,0.4,0.1,9.3
,high,0.2,2.7,0,5.5,73.7,0.5,0.1,10.6
,low,0.2,2.7,0,4,62,0.3,0.1,8
Quan Bray,IND ,0.1,0.5,0,5.8,73.7,0.3,0,9.2
,high,0.1,0.5,0,6.6,83.3,0.3,0,9.8
,low,0.1,0.5,0,5,64,0.3,0,8.2
Harry Douglas,TEN ,0,0.1,0,6.9,84,0.2,0.1,9.2
,high,0.1,0.2,0,10,122,0.5,0.1,13.4
,low,0,0,0,4,48,0,0.1,4.8
Darius Jennings,TEN ,0,0,0,6,71.5,0.3,0,9.1
,high,0,0,0,6,71.5,0.3,0,9
,low,0,0,0,6,71.5,0.3,0,9
Tre McBride,TEN ,0,0,0,5.4,65.6,0.4,0,9.1
,high,0,0,0,5.4,65.6,0.4,0,9.1
,low,0,0,0,5.4,65.6,0.4,0,9.1
Josh Huff,TB ,0.2,0.5,0,6.5,67.5,0.4,0.1,8.9
,high,0.5,1,0,9,88,1,0.1,14.8
,low,0,0,0,5,51.6,0,0.1,5.9
Jake Lampman,NO ,0,0,0,5.1,65,0.4,0.1,8.9
,high,0,0,0,7.2,91.9,0.7,0.1,13.3
,low,0,0,0,3,38,0.2,0.1,5
Neal Sterling,JAC ,0,0,0,6.2,68.2,0.3,0,8.8
,high,0,0,0,6.2,68.2,0.3,0,8.7
,low,0,0,0,6.2,68.2,0.3,0,8.7
Rashad Greene,JAC ,0,0,0,7.2,82.6,0.1,0,8.8
,high,0,0,0,9,111,0.3,0,11.1
,low,0,0,0,4.6,39.7,0,0,5.5
Arrelious Benn,JAC ,0,0,0,3,60.4,0.5,0.1,8.7
,high,0,0,0,4.1,65.7,0.6,0.1,9.1
,low,0,0,0,2,55,0.4,0.1,8.4
David Moore,SEA ,0,0,0,5,63,0.4,0,8.7
,high,0,0,0,5,63,0.4,0,8.7
,low,0,0,0,5,63,0.4,0,8.7
Robert Davis,WAS ,0,0,0,5,70,0.3,0.1,8.6
,high,0,0,0,5,70,0.3,0.1,8.8
,low,0,0,0,5,70,0.3,0.1,8.8
Tevaun Smith,IND ,0,0,0,5,61,0.4,0,8.5
,high,0,0,0,5,61,0.4,0,8.5
,low,0,0,0,5,61,0.4,0,8.5
Donteea Dye,TB ,0,0,0,5.5,66.3,0.3,0,8.4
,high,0,0,0,5.5,66.3,0.3,0,8.6
,low,0,0,0,5.5,66.3,0.3,0,8.6
Paul Turner,PHI ,0,0,0,5.9,77.4,0.1,0.1,8.2
,high,0,0,0,6,84,0.2,0.1,9.6
,low,0,0,0,5.8,74,0,0.1,7.4
Chris Matthews,BAL ,0,0,0,5.8,62,0.4,0.1,8.2
,high,0,0,0,7,69,0.5,0.1,9.9
,low,0,0,0,4.6,55.1,0.2,0.1,6.9
Kalif Raymond,DEN ,0,0,0,5,65.5,0.3,0,8.2
,high,0,0,0,5,65.5,0.3,0,8.2
,low,0,0,0,5,65.5,0.3,0,8.2
Amara Darboh,SEA ,0,0,0,5.5,68.5,0.2,0,8.1
,high,0,0,0,6,74,0.4,0,8.7
,low,0,0,0,5,63,0,0,7.4
Dwayne Harris,NYG ,0,-0.1,0,5.6,71,0.3,0.3,8.1
,high,0,0,0,6.3,82.9,0.7,0.3,10.2
,low,0,-0.1,0,4,46,0,0.3,7.3
Chris Harper,NYJ ,0,0,0,6.3,71.6,0.2,0.3,8
,high,0,0,0,7,73,0.4,0.3,9.2
,low,0,0,0,5.6,70.1,0.1,0.3,7.9
Aaron Dobson,ARI ,0,0,0,5.6,66.5,0.3,0.1,8
,high,0,0,0,6,73,0.4,0.1,8.6
,low,0,0,0,5.2,60,0.1,0.1,7.9
Isaac Fruechte,MIN ,0,0,0,5,64.8,0.3,0,8
,high,0,0,0,5,64.8,0.3,0,8
,low,0,0,0,5,64.8,0.3,0,8
Maurice Harris,WAS ,0,0,0,6.8,73.9,0.1,0.1,8
,high,0,0,0,9,110,0.3,0.1,11
,low,0,0,0,5.5,55.6,0,0.1,6.2
Walter Powell,BUF ,0,0,0,6.1,68.4,0.3,0.4,7.9
,high,0,0,0,7,77,0.5,0.4,9
,low,0,0,0,5.2,59.8,0.1,0.4,8.3
Demarcus Ayers,PIT ,0.2,1.7,0,4.1,51.4,0.4,0,7.9
,high,0.2,1.7,0,4.1,51.4,0.4,0,7.8
,low,0.2,1.7,0,4.1,51.4,0.4,0,7.8
Bryce Treggs,PHI ,0.1,0.1,0,4.5,64.9,0.2,0.1,7.8
,high,0.1,0.1,0,5,65.8,0.3,0.1,8.2
,low,0.1,0.1,0,4,64,0.2,0.1,7.6
Daniel Braverman,CHI ,0,0,0,4.9,62,0.3,0.1,7.7
,high,0,0,0,5,62,0.3,0.1,8
,low,0,0,0,4.7,62,0.3,0.1,7.8
Vince Mayle,BAL ,0,0,0,4.9,61.6,0.3,0,7.7
,high,0,0,0,4.9,61.6,0.3,0,7.8
,low,0,0,0,4.9,61.6,0.3,0,7.8
Josh Malone,CIN ,0,0,0,4,59,0.3,0,7.7
,high,0,0,0,4,59,0.3,0,7.7
,low,0,0,0,4,59,0.3,0,7.7
Noah Brown,DAL ,0,0,0,4,55,0.4,0.1,7.7
,high,0,0,0,4,55,0.4,0.1,7.9
,low,0,0,0,4,55,0.4,0.1,7.9
Quinton Patton,NYJ ,0.2,1.7,0,5.9,52.7,0.4,0,7.7
,high,0.2,1.7,0,5.9,52.7,0.4,0,7.5
,low,0.2,1.7,0,5.9,52.7,0.4,0,7.5
Mario Alford,CLE ,0,0,0,4.9,60.6,0.3,0.1,7.6
,high,0,0,0,5.9,69.3,0.4,0.1,8.8
,low,0,0,0,4,52,0.2,0.1,6.4
Rashad Ross,BUF ,0,0,0,6,70.3,0.1,0,7.6
,high,0,0,0,6,70.3,0.1,0,7.2
,low,0,0,0,6,70.3,0.1,0,7.2
Jeff Janis,GB ,0.1,1.4,0,5.4,67.7,0.1,0.1,7.5
,high,0.3,2.9,0,6,85,0.4,0.1,8.5
,low,0,0,0,4,49,0,0.1,7.2
Jordan Payton,CLE ,0,0,0,5.4,67,0.1,0,7.5
,high,0,0,0,6,69,0.3,0,8
,low,0,0,0,4.8,65.1,0,0,6.9
Wendall Williams,HOU ,0,0,0,5,65.3,0.2,0,7.5
,high,0,0,0,5.1,67.6,0.2,0,7.5
,low,0,0,0,5,63,0.1,0,7.5
Stacy Coley,MIN ,0,0,0,5,56,0.3,0,7.4
,high,0,0,0,5,56,0.3,0,7.4
,low,0,0,0,5,56,0.3,0,7.4
Rodney Adams,MIN ,0,0,0,5,56,0.3,0,7.4
,high,0,0,0,5,56,0.3,0,7.4
,low,0,0,0,5,56,0.3,0,7.4
Shane Wynn,JAC ,0.2,0.7,0,4.3,53.6,0.3,0.1,7.3
,high,0.2,0.7,0,4.5,58.2,0.5,0.1,8.6
,low,0.2,0.7,0,4,49,0.2,0.1,6.1
Jace Billingsley,DET ,0,0,0,6,73,0,0,7.3
,high,0,0,0,6,73,0,0,7.3
,low,0,0,0,6,73,0,0,7.3
Isaiah McKenzie,DEN ,0,0,0,4,57,0.3,0.1,7.3
,high,0,0,0,4,57,0.3,0.1,7.5
,low,0,0,0,4,57,0.3,0.1,7.5
Shelton Gibson,PHI ,0,0,0,5,54,0.3,0,7.2
,high,0,0,0,5,54,0.3,0,7.2
,low,0,0,0,5,54,0.3,0,7.2
Tommylee Lewis,NO ,0.1,0.4,0,5.9,65.5,0.1,0.1,6.9
,high,0.2,0.8,0,7,85,0.2,0.1,8.5
,low,0,0,0,4,46,0,0.1,5.2
Jeremy Ross,ARI ,0.2,0.6,0,5,57.9,0.2,0,6.9
,high,0.2,0.6,0,5,63.9,0.4,0,8.4
,low,0.2,0.6,0,5,52,0,0,5.2
Jehu Chesson,KC ,0,0,0,5,64.3,0.1,0.1,6.8
,high,0,0,0,6,77,0.3,0.1,7.7
,low,0,0,0,4,54,0,0.1,6.2
Trent Taylor,SF ,0,0,0,5,58.5,0.2,0.1,6.6
,high,0,0,0,6,71,0.3,0.1,7.1
,low,0,0,0,4,46,0,0.1,6.4
Frankie Hammond,NYJ ,0,0,0,4.9,57.1,0.3,0.4,6.4
,high,0,0,0,7.9,92.3,0.4,0.4,11.3
,low,0,0,0,2,22,0.1,0.4,2.8
Tavarres King,NYG ,0,0,0,4.3,56.4,0.1,0,6.2
,high,0,0,0,5.6,78.9,0.2,0,9.2
,low,0,0,0,3,34,0,0,3.4
Dezmin Lewis,BUF ,0,0,0,4,49,0.2,0,6.2
,high,0,0,0,4,49,0.2,0,6
,low,0,0,0,4,49,0.2,0,6
Brittan Golden,ARI ,0,0,0,4.3,44.7,0.4,0.4,5.9
,high,0,0,0,5.5,60.4,0.5,0.4,8.6
,low,0,0,0,3,29,0.3,0.4,4.7
Isaiah Burse,LAC ,0,0,0,4.3,52.3,0.1,0,5.9
,high,0,0,0,4.3,52.3,0.1,0,5.8
,low,0,0,0,4.3,52.3,0.1,0,5.8
Aaron Burbridge,SF ,0,0,0,4.6,57.4,0.1,0.3,5.6
,high,0,0,0,8,96,0.2,0.3,9.6
,low,0,-0.1,0,2,29,0,0.3,2.9
Paul McRoberts,LAR ,0,0,0,5.4,51.8,0.1,0,5.5
,high,0,0,0,5.4,51.8,0.1,0,5.2
,low,0,0,0,5.4,51.8,0.1,0,5.2
Alex Erickson,CIN ,0,0,0,3.9,47,0.1,0.1,5.2
,high,0,0,0,4.8,61,0.2,0.1,7.3
,low,0,0,0,3,33,0,0.1,3.3
De'Anthony Thomas,KC ,0.4,2,0,5,40.5,0.2,0.1,5
,high,0.4,2,0,5.9,57.9,0.2,0.1,7
,low,0.4,2,0,4,23,0.1,0.1,2.9
Geremy Davis,LAC ,0,0,0,5,44.4,0.1,0,5
,high,0,0,0,5,44.4,0.1,0,4.9
,low,0,0,0,5,44.4,0.1,0,4.9
Johnny Holton,OAK ,0.6,2.8,0,3.3,44.4,0.1,0.6,4.3
,high,1,5,0,6,86.2,0.4,0.6,10.7
,low,0.2,0.6,0,1,11,0,0.6,1.1
Jeremy Butler,BUF ,0,0,0,3.5,40.5,0.1,0.1,4.2
,high,0,0,0,7,81,0.1,0.1,8.7
,low,0,0,0,0,0,0,0.1,0
Jakeem Grant,MIA ,0.1,0.5,0,3,40.1,0.2,0.4,4.2
,high,0.1,0.5,0,4,53.2,0.2,0.4,6.2
,low,0.1,0.5,0,2,27,0.1,0.4,3.9
Byron Marshall,PHI ,0,0,0,2,13,0,0.1,1.1
,high,0,0,0,2,13,0,0.1,1.3
,low,0,0,0,2,13,0,0.1,1.3
Matt Slater,NE ,0.5,0.8,0,0,1.3,0,0,0.2
,high,0.5,0.8,0,0,1.3,0,0,-0.5
,low,0.5,0.8,0,0,1.3,0,0,-0.5
Bruce Ellington,HOU ,0,0,0,0,0,0,0,0
,high,0,0,0,0,0,0,0,0
,low,0,0,0,0,0,0,0,0
Charles Johnson,CAR ,0,0,0,0,0,0,0,0
,high,0,0,0,0,0,0,0,0
,low,0,0,0,0,0,0,0,0
